ANNO;TRIMESTRE;MES_DEL_TRIMESTRE;ID_EMPRESA;EMPRESA;ID_MODALIDAD_PAGO;MODALIDAD_PAGO;ID_TERMINAL;TERMINAL;ID_TECNOLOGIA;TECNOLOGIA;CANTIDAD_ABONADOS
2012;2;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;1;Teléfono móvil;2;3G;114827
2012;2;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;1;Teléfono móvil;3;4G;0
2012;2;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;2;Data Card;1;2G;51334
2012;2;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;2;Data Card;2;3G;11991
2012;2;2;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;2;Data Card;3;4G;0
2012;2;2;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;1;Teléfono Móvil;1;2G;207418
2012;2;2;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;1;Teléfono Móvil;2;3G;121353
2012;2;2;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;1;Teléfono Móvil;3;4G;0
2012;2;2;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;2;Data Card;1;2G;0
2012;2;2;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;2;Data Card;2;3G;20
2012;2;2;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;2;Data Card;3;4G;0
2012;2;2;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;1;Teléfono Móvil;1;2G;35042
2012;2;2;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;1;Teléfono Móvil;2;3G;20363
2012;2;2;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;1;Teléfono Móvil;3;4G;0
2012;2;2;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;2;Data Card;1;2G;0
2012;2;2;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;2;Data Card;2;3G;1429
2012;2;2;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;2;Data Card;3;4G;0
2012;2;2;800153993;COMUNICACION CELULAR S A COMCEL S A;PRE;PREPAGO;2;Teléfono móvil;1;2G;37205
2012;2;2;800153993;COMUNICACION CELULAR S A COMCEL S A;PRE;PREPAGO;2;Teléfono móvil;2;3G;1077105
2012;2;2;800153993;COMUNICACION CELULAR S A COMCEL S A;PRE;PREPAGO;2;Teléfono móvil;3;4G;0
2012;2;2;800153993;COMUNICACION CELULAR S A COMCEL S A;PRE;PREPAGO;2;Data card;1;2G;0
2012;2;2;800153993;COMUNICACION CELULAR S A COMCEL S A;PRE;PREPAGO;2;Data card;2;3G;0
2012;2;2;800153993;COMUNICACION CELULAR S A COMCEL S A;PRE;PREPAGO;2;Data card;3;4G;0
2012;2;2;800153993;COMUNICACION CELULAR S A COMCEL S A;POS;POSPAGO;2;Teléfono móvil;1;2G;220
2012;2;2;800153993;COMUNICACION CELULAR S A COMCEL S A;POS;POSPAGO;2;Teléfono móvil;2;3G;544775
2012;2;2;800153993;COMUNICACION CELULAR S A COMCEL S A;POS;POSPAGO;2;Teléfono móvil;3;4G;0
2012;2;2;800153993;COMUNICACION CELULAR S A COMCEL S A;POS;POSPAGO;2;Data card;1;2G;26
2012;2;2;800153993;COMUNICACION CELULAR S A COMCEL S A;POS;POSPAGO;2;Data card;2;3G;26
2012;2;2;800153993;COMUNICACION CELULAR S A COMCEL S A;POS;POSPAGO;2;Data card;3;4G;0
2012;2;3;900367669;UFF MOVIL SAS;PRE;Prepago;1;Teléfono móvil;2;3G;17798
2012;2;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;POS;Pospago;1;Teléfono móvil;1;2G;66685
2012;2;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;POS;Pospago;1;Teléfono móvil;2;3G;232369
2012;2;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;POS;Pospago;1;Teléfono móvil;3;4G;0
2012;2;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;POS;Pospago;2;Data Card;1;2G;2857
2012;2;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;POS;Pospago;2;Data Card;2;3G;7456
2012;2;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;POS;Pospago;2;Data Card;3;4G;0
2012;2;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;1;Teléfono móvil;1;2G;109979
2012;2;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;1;Teléfono móvil;2;3G;129006
2012;2;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;1;Teléfono móvil;3;4G;0
2012;2;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;2;Data Card;1;2G;55355
2012;2;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;2;Data Card;2;3G;13447
2012;2;3;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;2;Data Card;3;4G;0
2012;2;3;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;1;Teléfono Móvil;1;2G;212928
2012;2;3;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;1;Teléfono Móvil;2;3G;128511
2012;2;3;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;1;Teléfono Móvil;3;4G;0
2012;2;3;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;2;Data Card;1;2G;0
2012;2;3;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;2;Data Card;2;3G;21
2012;2;3;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;2;Data Card;3;4G;0
2012;2;3;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;1;Teléfono Móvil;1;2G;35002
2012;2;3;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;1;Teléfono Móvil;2;3G;19343
2012;2;3;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;1;Teléfono Móvil;3;4G;0
2012;2;3;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;2;Data Card;1;2G;0
2012;2;3;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;2;Data Card;2;3G;1503
2012;2;3;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;2;Data Card;3;4G;0
2012;2;3;800153993;COMUNICACION CELULAR S A COMCEL S A;PRE;PREPAGO;2;Teléfono móvil;1;2G;22743
2012;2;3;800153993;COMUNICACION CELULAR S A COMCEL S A;PRE;PREPAGO;2;Teléfono móvil;2;3G;955631
2012;2;3;800153993;COMUNICACION CELULAR S A COMCEL S A;PRE;PREPAGO;2;Teléfono móvil;3;4G;0
2012;2;3;800153993;COMUNICACION CELULAR S A COMCEL S A;PRE;PREPAGO;2;Data card;1;2G;0
2012;2;3;800153993;COMUNICACION CELULAR S A COMCEL S A;PRE;PREPAGO;2;Data card;2;3G;0
2012;2;3;800153993;COMUNICACION CELULAR S A COMCEL S A;PRE;PREPAGO;2;Data card;3;4G;0
2012;2;3;800153993;COMUNICACION CELULAR S A COMCEL S A;POS;POSPAGO;2;Teléfono móvil;1;2G;223443
2012;2;3;800153993;COMUNICACION CELULAR S A COMCEL S A;POS;POSPAGO;2;Teléfono móvil;2;3G;540
2012;2;3;800153993;COMUNICACION CELULAR S A COMCEL S A;POS;POSPAGO;2;Teléfono móvil;3;4G;0
2012;2;3;800153993;COMUNICACION CELULAR S A COMCEL S A;POS;POSPAGO;2;Data card;1;2G;25
2012;2;3;800153993;COMUNICACION CELULAR S A COMCEL S A;POS;POSPAGO;2;Data card;2;3G;27
2012;2;3;800153993;COMUNICACION CELULAR S A COMCEL S A;POS;POSPAGO;2;Data card;3;4G;0
2012;3;1;900367669;UFF MOVIL SAS;PRE;Prepago;1;Teléfono móvil;2;3G;18986
2012;3;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;POS;Pospago;1;Teléfono móvil;1;2G;67414
2012;3;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;POS;Pospago;1;Teléfono móvil;2;3G;239954
2012;3;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;POS;Pospago;1;Teléfono móvil;3;4G;0
2012;3;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;POS;Pospago;2;Data Card;1;2G;2965
2012;3;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;POS;Pospago;2;Data Card;2;3G;7734
2012;3;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;POS;Pospago;2;Data Card;3;4G;0
2012;3;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;1;Teléfono móvil;1;2G;118679
2012;3;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;1;Teléfono móvil;2;3G;143633
2012;3;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;1;Teléfono móvil;3;4G;0
2012;3;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;2;Data Card;1;2G;59144
2012;3;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;2;Data Card;2;3G;14945
2012;3;1;830122566;COLOMBIA TELECOMUNICACIONES S.A. ESP;PRE;Prepago;2;Data Card;3;4G;0
2012;3;1;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;1;Teléfono Móvil;1;2G;227071
2012;3;1;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;1;Teléfono Móvil;2;3G;139987
2012;3;1;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;1;Teléfono Móvil;3;4G;0
2012;3;1;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;2;Data Card;1;2G;0
2012;3;1;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;2;Data Card;2;3G;19555
2012;3;1;830114921;COLOMBIA MOVIL S.A. E.S.P.;PRE;PREPAGO;2;Data Card;3;4G;0
2012;3;1;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;1;Teléfono Móvil;1;2G;35266
2012;3;1;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;1;Teléfono Móvil;2;3G;20164
2012;3;1;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;1;Teléfono Móvil;3;4G;0
2012;3;1;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;2;Data Card;1;2G;0
2012;3;1;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;2;Data Card;2;3G;1621
2012;3;1;830114921;COLOMBIA MOVIL S.A. E.S.P.;POS;POSPAGO;2;Data Card;3;4G;0
2012;3;1;800153993;COMUNICACION CELULAR S A COMCEL S A;PRE;PREPAGO;2;Teléfono móvil;1;2G;27408
